D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,72.43716567751592,92.45089002560508,98.47345382046254,72.31892617255006,92.43915166012762,98.46758569441366,72.1856332127074,92.42609040700638,98.46106090472402,71.91274952572063,92.399908855069,98.4479966131456,0.0,91.53683890217542,98.0283730981607,0.0,0.0,92.45131235666656,0.0,0.0,0.0
1,75.39334216132985,92.43372552934493,98.44319283944029,75.33487931944558,92.42212260090294,98.43733365812076,75.268972940538,92.40925177145,98.43085333326094,75.14109451217006,92.38334701754464,98.41780017109056,72.45344456118089,91.53089320049769,97.99958707523284,0.0,72.46972920058754,92.46041313433628,0.0,0.0,72.47287113301374
2,79.40619261199463,92.50074230215728,98.4335251709808,79.38272024395422,92.48962058653352,98.4277327731285,79.35437597885685,92.47702952207734,98.42128524233752,79.31054292885275,92.45198826557922,98.40837368446816,78.47741261628457,91.62896438598148,97.99386716907122,0.0,78.4812379942248,92.554807499782,0.0,0.0,78.4946769494831
3,82.43387448349249,92.6501125897432,98.44485461174136,82.42076640521161,92.63949967064926,98.43914962883558,82.40923041531885,92.62773783334283,98.43280041342436,82.38145582250168,92.6037569542446,98.4200821758851,81.99635975366533,91.82587545457002,98.01152903742978,0.0,82.00831567676184,92.72916086479763,0.0,0.0,82.0209561086579
4,84.74279849262231,92.87515866359593,98.4773197877651,84.73708879778316,92.86502423718966,98.47175920597893,84.73083382201429,92.85388640034483,98.46548917947943,84.71556680193422,92.8320917566298,98.4530102294479,84.49273709597895,92.11001065148632,98.05257032135016,0.0,84.50497339613185,92.97447033210403,0.0,0.0,84.51936923393181
5,86.81642314824369,93.16578891186052,98.53077713662324,86.58847918187205,93.15670311208844,98.5252904694186,86.58443591189241,93.14679146988465,98.51920058553829,86.57497224983717,93.12616778030386,98.5071229550116,86.43166497735795,92.4661009487504,98.11666958652673,0.0,86.44315878978094,93.27902386429584,0.0,0.0,86.4572028424683
6,89.70339616454847,93.5104007250246,98.60487278655243,88.12609744489585,93.50244472359692,98.59959061757296,88.12289963292713,93.49294824092112,98.59356884446704,88.11483352586234,93.47388394325544,98.581666836024,88.01460255633448,92.87695832125466,98.20298652847708,0.0,88.02593089661903,93.63064044765244,0.0,0.0,88.03949432663471
7,92.20799975267391,93.89575127233374,98.6986081944198,89.43447856108162,93.88891204049766,98.6935716230257,89.4327704622261,93.88054652506906,98.68778811800328,89.42726263242889,93.86320930188892,98.67640569622384,89.35500768402682,93.32684523564748,98.31042155070875,0.0,89.36640057945522,94.01708917511084,0.0,0.0,89.37804008173215
8,94.40688983400692,94.31117137319475,98.81139492104212,90.57629112839544,94.30410290639551,98.80638689819042,90.5746505423774,94.29678175500428,98.80088013985518,90.57053017089052,94.28145378583304,98.78984157665997,90.51419896049856,93.80153868108933,98.43785370876356,0.0,90.52462532855944,94.42728956826514,0.0,0.0,90.5373299904724
9,96.37573843990944,94.74466683981716,98.94153221606176,91.5861473337457,94.73833293830492,98.936787154076,91.5846812277912,94.73119661555272,98.93158722706764,91.58252339866604,94.717613342767,98.9208653538344,91.53852125799531,94.28973811570992,98.58369321447483,0.0,91.54716323773806,94.85303742530012,0.0,0.0,91.55904206664576
