D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,76.54256771795451,96.56472559044452,102.58872755382936,76.42431082607023,96.552969838048,102.58284204066445,76.29099855281994,96.5398892715194,102.5762979376928,76.01807625617711,96.51366910992554,102.5631950363716,0.0,95.64940258259232,102.14237494439182,0.0,0.0,96.55688065086512,0.0,0.0,0.0
1,79.01015258934235,96.540170470816,102.55685526426782,79.00135995848858,96.53723827765052,102.55533506931847,78.99107168272232,96.53397614686791,102.55368640377591,78.97348758780733,96.52735850439495,102.5502819164852,78.76874973339643,96.27581520109234,102.43469532590498,0.0,81.44239656768409,99.58570597835488,0.0,0.0,81.61383345988541
2,82.58595896759363,96.58237748841618,102.54085898036487,82.58682005323905,96.57974087138028,102.53940438115345,82.58601410002579,96.5766550075546,102.5377800848484,82.59603645669584,96.57057026622252,102.5345015590639,83.17975585312472,96.33858856923592,102.42203436130087,0.0,87.18164742881858,99.6541744764988,0.0,0.0,87.4640207960766
3,85.41900088057808,96.6918209050444,102.54166357182332,85.41875655447005,96.689449134306,102.54026557825652,85.4215302820307,96.68685293388688,102.53870708901552,85.42270256086029,96.68131317228952,102.53557419510253,85.92122039820953,96.47714132674612,102.42733597239628,0.0,90.33543945029322,99.78038547397692,0.0,0.0,90.86227447854333
4,87.62067113126828,96.86445197590436,102.55948604733904,87.62360313059432,96.86225272457416,102.55818051508908,87.62707755059998,96.85992929364484,102.55667720163794,87.63143683537677,96.8556565565037,102.55370495924558,88.01515511664381,96.6816628867554,102.45072407031483,0.0,92.49504108996749,99.96051957472892,0.0,0.0,93.21271432381864
5,89.40426210524896,97.09346587823237,102.59438033282386,89.40573110702272,97.0918323112586,102.5931165341572,89.40891665113523,97.09019465022728,102.5917229548154,89.41399952892115,97.0862892300304,102.58900431536206,89.71363303170325,96.9435549734339,102.49211268612602,0.0,94.09561987436592,100.18587621150311,0.0,0.0,94.94533924269
6,91.1990709623567,97.37148961914036,102.64624223677698,90.89658418018888,97.37029497904746,102.64510029603125,90.89908283507944,97.3684689375327,102.64373104417038,90.90249627066304,97.36476990187263,102.64109469620688,91.14472751355802,97.25180739537878,102.55106101936671,0.0,95.35821816682716,100.44740314790825,0.0,0.0,96.35766060129798
7,93.29555114757116,97.6884113429129,102.71449580010652,92.17161263946556,97.68781137178183,102.71350070996098,92.17455333847884,97.68655038965936,102.71226774933862,92.17842490056748,97.68354124609274,102.70994036412156,92.38780841694754,97.59553999926158,102.62693104201188,0.0,96.40310928242064,100.7360129777099,0.0,0.0,97.53109005186712
8,95.44063161574988,98.03511592728,102.79884460293276,93.2884961791098,98.03398328712412,102.79782690184312,93.2907849852472,98.03321566541024,102.79675286465488,93.29456811945384,98.03112117783742,102.79458953171732,93.47962371499209,97.96449903218844,102.71906403636548,0.0,97.27703683932458,101.04347146619132,0.0,0.0,98.51431205546052
9,97.45236425229412,98.4016979165284,102.89814787774851,94.2791694426582,98.40083934650978,102.89727610141864,94.28109618079132,98.3998474273562,102.89637815048566,94.2857325314557,98.39846731269166,102.89433962244792,94.44963561193408,98.3501695619988,102.82645339986075,0.0,98.03879970987008,101.3512158356262,0.0,0.0,99.36161787455836
10,99.2015368944727,98.78070675103072,103.01176563396824,95.17050412669828,98.78072718093505,103.01104982643037,95.17276660958916,98.77993173287604,103.01033991364248,95.17591510394767,98.77904294532895,103.00864075740036,95.32057372728832,98.74442508400962,102.94812452994157,0.0,98.70767378035556,101.6623255557318,0.0,0.0,100.11048573835949
11,100.65720241913152,99.1669571623272,103.13900464188572,95.97953996411226,99.1671375266114,103.13805662059065,95.98189450678808,99.16642459386956,103.1374456190116,95.98610452444248,99.16580014426796,103.1357337271779,96.11470430038362,99.14360576258598,103.08264997037143,0.0,99.31412243272554,101.97646504770844,0.0,0.0,100.77491542456296
