D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,108.52264075485589,128.5684292511743,134.59341133246343,108.40422550701015,128.5565151428396,134.58736746317675,108.27073824386753,128.5432595864079,134.58064837041346,107.99746897437254,128.51669245197647,134.5671984961688,0.0,127.64330470666052,134.13725718363608,0.0,0.0,128.52813224143205,0.0,0.0,0.0
1,111.14799131594091,128.5464138080929,134.5621004721112,111.12364202228837,128.54055379991254,134.55903345800857,111.09593752370932,128.53404840158382,134.55566351975202,111.04382588491086,128.52092360842008,134.54882453148528,110.05559231407484,128.06691777602964,134.3272790814195,0.0,111.61618623516462,130.51116607937448,0.0,0.0,111.7106688431128
2,114.86808586204288,128.5970856974248,134.5482665523515,114.86126692459736,128.5915801930264,134.54526490974698,114.85177154818172,128.585281727512,134.54192158194505,114.8448333944058,128.57279342334428,134.53521266177742,115.02056877101582,128.14190452248943,134.31694779685265,0.0,117.4729746125324,130.58961451295886,0.0,0.0,117.63574389449234
3,117.77188592709184,128.7201876203666,134.55266970578322,117.76746324391914,128.7150224571008,134.5497339035845,117.7656084373129,128.70932117933435,134.54646611915692,117.75740958313206,128.69753706375556,134.53991642383818,118.01063900689437,128.3006555373171,134.3263863354107,0.0,120.78487522911296,130.73393550337343,0.0,0.0,121.08986073051716
4,120.0172777155003,128.91082133344048,134.57550382772726,120.0173510969702,128.90592229650062,134.57267628532733,120.0176199013832,128.9006019772057,134.5694697660916,120.01550969280125,128.89037572026498,134.5631034273961,120.22971982861976,128.5318719885748,134.35567932844398,0.0,123.08311980478004,130.93858794780823,0.0,0.0,123.50355640739384
5,121.83214912709894,129.16111368658804,134.61676039472806,121.83141542560008,129.15693230925498,134.6139829513081,121.83215835477952,129.15246823983367,134.61090740047916,121.83232917896328,129.1428547981965,134.60483955185148,122.00281795314186,128.82521545817335,134.4046662598128,0.0,124.8189388940368,131.1937398410958,0.0,0.0,125.32229734440595
6,123.3459379196497,129.46201139679962,134.67625613026976,123.3472303872503,129.45854270792455,134.673625551983,123.34774041749245,129.45413876356452,134.67058569433257,123.34714841824017,129.44527960509868,134.66462495706807,123.48116188234044,129.16786083925382,134.47277797432287,0.0,126.20676652356616,131.4891633904389,0.0,0.0,126.805946483893
7,124.64448318961288,129.80241146791386,134.7532775529566,124.64302918079244,129.79969648294826,134.75082376768898,124.64429048142318,129.79602921741693,134.74795084541634,124.64477249161128,129.78817074878913,134.74236273632656,124.75477582859334,129.5473503502481,134.55922810161496,0.0,127.36531787803844,131.8145899250564,0.0,0.0,128.04784332425592
8,125.77673204562926,130.17293723884055,134.84743624623573,125.77808478133892,130.1697722238063,134.84497277564577,125.7788900726566,130.1667643843125,134.84229423368996,125.77969810200165,130.16014986293808,134.8369219386388,125.89344391962928,129.95213346804312,134.66320991019015,0.0,128.34596528170266,132.1607155401777,0.0,0.0,129.10286423621568
9,126.78598100246045,130.5629919169192,134.95740730247778,126.78513355183848,130.56023772741776,134.95512485040848,126.78571660584944,130.55712197349018,134.95266172394764,126.7876866167978,130.55152906136303,134.94746887205844,126.8804809496454,130.37277912828944,134.78352844810473,0.0,129.2041638959078,132.5115309124072,0.0,0.0,130.02026716065876
10,127.69178249281114,130.9647202394406,135.08243587660945,127.6914534341254,130.96301008276123,135.0803471027352,127.69263246542828,130.96022901666734,135.07811431477654,127.6933024273496,130.95540702296503,135.07334308310243,127.76473419963222,130.80046278979938,134.91903406797886,0.0,129.9646316607608,132.86679428425498,0.0,0.0,130.8358342490505
11,128.5145325327151,131.3727409051829,135.2215298115943,128.51466720527495,131.37130329543058,135.21927816159555,128.51570034928065,131.36872765575652,135.217251540917,128.51731195337678,131.3644187293039,135.2125652035495,128.5695986441385,131.2308356864026,135.06808463638697,0.0,130.6509021169705,133.22484098388838,0.0,0.0,131.56412188450193
12,129.2680522146392,131.7814355529912,135.37301209799756,129.26947875731753,131.78016106409964,135.37111003652376,129.270565350115,131.77813374258037,135.36894897832278,129.27212276130035,131.77455840584625,135.36461441458184,129.30583089523293,131.65921371460178,135.22914043033208,0.0,131.2639084849889,133.5822960506243,0.0,0.0,132.22077461680595
13,129.96453864198836,132.1882466617114,135.53567364777314,129.96504046020294,132.18600946841275,135.5337408645254,129.9667086004007,132.18451059283282,135.53177705869643,129.96790775711816,132.18153553215402,135.5278407247431,129.98515057709244,132.08097393030454,135.40096614233593,0.0,131.82905283537315,133.93608889982045,0.0,0.0,132.8239069475548
14,130.61122546738588,132.58858088125697,135.70785616297292,130.61207195273542,132.5873422476065,135.70630625033976,130.6130697279335,132.5858048669813,135.7043000177954,130.61411782368626,132.58276167872182,135.70051292868777,130.61469314148613,132.49499874183968,135.58183424863682,0.0,132.3561616458541,134.27570786796156,0.0,0.0,133.3733755793774
15,131.21369082082762,132.9821715110712,135.88867794037088,131.21459909524648,132.9808267403399,135.88703612033177,131.21620411472742,132.97976876110064,135.88518673406975,131.21823530769652,132.97708548929592,135.88173831894673,131.24351442862582,132.90037552853488,135.7706505054455,0.0,132.84388742525445,134.60759116052324,0.0,0.0,133.87966810195354
16,131.77960490707636,133.3673987951165,136.07598317362326,131.78079434179804,133.36653317772587,136.07474679224143,131.78176648791973,133.3653172326643,136.0730405185785,131.78319996560816,133.36293228775344,136.0696252747405,131.79340482161086,133.29473834298545,135.96580914331477,0.0,133.29781802245472,134.93312720549588,0.0,0.0,134.35333520707243
17,132.3119173105993,133.74370549187756,136.26967099572184,132.31347273223068,133.74265221688836,136.26827068641114,132.31389355623497,133.74121122751927,136.2666919341748,132.31583496036603,133.73908455017164,136.2635343046408,132.31111508250405,133.67891426992443,136.16631965117233,0.0,133.7329063232796,135.25104426963503,0.0,0.0,134.79861820232156
18,132.8150378623608,134.10942081441337,136.46775696005463,132.81593567904696,134.10887823691058,136.46645511042337,132.8176050845497,134.10790307602173,136.46466240821456,132.81916492257184,134.1060121400415,136.4617283233558,132.79876437853255,134.05201910502478,136.3709722639688,0.0,134.14065996801926,135.5613254273841,0.0,0.0,135.20641752051628
19,133.29170378825555,134.46589192507412,136.66938197683817,133.29310774831396,134.465113550353,136.6681627091466,133.2945136566187,134.46464921866308,136.66643934211976,133.29630866959823,134.4629882398846,136.66369390291328,133.2611691109938,134.41409922285493,136.57881296136537,0.0,134.52917928668347,135.86319679834662,0.0,0.0,135.59268150971116
20,133.74522858095688,134.81552427701766,136.87342616784892,133.74627528008386,134.81427561902794,136.8722733649997,133.7476096570254,134.81331232722454,136.870973370121,133.75009812133894,134.81145391661352,136.86838093075212,133.71124884833426,134.76586753965688,136.78890989512686,0.0,134.89838583208848,136.15103930676162,0.0,0.0,135.96033166564317
21,134.17709569924534,135.15490940722393,137.07958181602433,134.17780065986273,135.15381177848934,137.07847963907875,134.1791774444043,135.15298869974288,137.07723707865662,134.18160783406046,135.1505190356421,137.07476201467398,134.16152290161693,135.10662813565958,137.00037896113935,0.0,135.24980154234936,136.43249957782467,0.0,0.0,136.3104998444373
22,134.58857101620808,135.48423926517216,137.28592017439453,134.59003504861138,135.48331111010594,137.28486585172098,134.59148546745462,135.4826427461838,137.2840948153786,134.59390239125028,135.48091002281782,137.2817291969819,134.56140399624906,135.4377678453478,137.21193938626436,0.0,135.58921588572082,136.7066302182843,0.0,0.0,136.642654765356
23,134.9829267095933,135.80442658430204,137.48942431298957,134.98510623265776,135.80368973077336,137.48845112479114,134.9865774903273,135.80319443258065,137.48777788735237,134.98885932853403,135.8012916603441,137.48558840657654,134.9700403673281,135.75856517497257,137.42265780023737,0.0,135.91546775104547,136.97355625910373,0.0,0.0,136.95382637751774
24,135.36128388113025,136.11595750797704,137.69116407244468,135.3628095752377,136.1154369509041,137.6903913777132,135.36480999714937,136.11409646964023,137.68949128143083,135.36730344123322,136.11254063008928,137.68725080489196,135.33670114541968,136.0704268718199,137.62732274843847,0.0,136.2278634318568,137.23450863409852,0.0,0.0,137.25263154422345
25,135.72396462269455,136.4186726362453,137.89016838372953,135.7258632213051,136.41785217740951,137.88918837515192,135.72822929285252,136.417229140558,137.8880828169319,135.73053134484005,136.4155261600127,137.8863572137919,135.68778918275476,136.37484644747968,137.83128224067363,0.0,136.52961970745707,137.4884432300139,0.0,0.0,137.53994257885833
26,136.0729761456284,136.7126827460886,138.087293518503,136.0749883303278,136.71211402331332,138.08676848147812,136.07680482421833,136.71114878502237,138.0856191158769,136.07965873394494,136.70987563183965,138.0838345748127,136.02547602359496,136.6710106591904,138.03046862629316,0.0,136.82125482658242,137.7368378369786,0.0,0.0,137.81666210185628
27,136.40797877208567,136.99874624942112,138.28272203684176,136.41049829719844,136.99787184307976,138.28217714331208,136.41277748416195,136.99714064977445,138.28123878386293,136.41486085317243,136.9957697310744,138.279383288035,136.3511134361072,136.95897243134996,138.22821713613538,0.0,137.10499540006708,137.97610835812512,0.0,0.0,138.0839095527905
28,136.73090669811074,137.27417385362062,138.4753242073389,136.73363887966067,137.27360260786764,138.4747634263188,136.73534710728552,137.27313813000126,138.47379668848188,136.73812777298397,137.27169761485357,138.4721534633136,136.68841237020905,137.23682274374872,138.4235584018352,0.0,137.38010578973442,138.19640373916587,0.0,0.0,138.34215646285966
29,137.04039276947034,137.54134313222625,138.66694380650478,137.0438972785035,137.54046052852473,138.6663356876406,137.04625561153273,137.5396557367416,138.66558147023727,137.04945599749294,137.5387655246668,138.66381566272187,136.99103814027504,137.50411711905792,138.61603772624798,0.0,137.64524767578078,138.40870019043666,0.0,0.0,138.5884406656055
30,137.33860001434755,137.79893751612224,138.85546867504007,137.34327376602573,137.7983885572976,138.85453127889213,137.34623350969224,137.79755869479794,138.85373194052693,137.35066049185056,137.7966410276432,138.85215877564465,137.3090555386869,137.7624392787247,138.80619618677477,0.0,137.90258103624694,138.6126180260523,0.0,0.0,138.82494787650742
31,137.6259546025693,138.04961188808565,139.04242424240735,137.63178254966684,138.04909863409029,139.04157999897723,137.63595151405693,138.04859273859876,139.04055514583015,137.64168839523924,138.04700950414548,139.03872743878253,137.5920789570466,138.0138243794413,138.99312692766304,0.0,138.15453943296274,138.81210879424947,0.0,0.0,139.0549621403456
32,137.90118984937254,138.2938070142382,139.22983973487217,137.9094376620263,138.29299632193894,139.22894312176237,137.91438578941168,138.2925033649926,139.22817826261078,137.92117312267317,138.291267523614,139.22635605181853,137.86641656457894,138.25819779633483,139.1792853237074,0.0,138.39951708678055,139.00577029839707,0.0,0.0,139.2782977972218
33,138.16824116487632,138.53091782149517,139.41382072432418,138.17837179494998,138.53051499654913,139.41319567908135,138.18433046439716,138.52969302337377,139.4123715828092,138.19258915291152,138.528502083745,139.41042211544473,138.15205637429426,138.49535116946882,139.3617532616701,0.0,138.6361430399403,139.19596886856846,0.0,0.0,139.49573820876373
34,138.4255139759223,138.7621574184081,139.595480853928,138.4376999925564,138.76146906209635,139.59478454755637,138.4444402666215,138.76068144037788,139.5938759280829,138.4541704598703,138.75956791035154,139.59209056839376,138.41048476553362,138.7264702119975,139.54138021955336,0.0,138.86718544955096,139.38117440488003,0.0,0.0,139.70731007969545
35,138.6755378340208,138.98681742216073,139.77626028561832,138.68909758362415,138.98621435095953,139.7755010725836,138.69724874492383,138.98547531117626,139.77487647022122,138.70800903825648,138.98447388501677,139.7729435739745,138.67955417298433,138.95117850245074,139.72302828643595,0.0,139.0945831741357,139.56503739056052,0.0,0.0,139.91370168868232
