D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,114.21447593049774,134.25437340572594,140.27904728993997,114.0961208297119,134.24251944444185,140.2730635677431,113.9626998834239,134.2293302048692,140.26641079181607,113.68956164575924,134.20289410226252,140.25309194941556,0.0,133.332713717599,139.82635799811678,0.0,0.0,134.2231240823541,0.0,0.0,0.0
1,118.24073895907694,134.2545685652514,140.25258716850698,118.07899051658144,134.22278056203413,140.23654940050238,117.89743313206812,134.18754235743512,140.21873530098603,117.54022070804086,134.11674106502255,140.1830504771262,109.98953927709162,131.89264329773366,139.05590467667162,0.0,107.06129511751328,128.84700757023865,0.0,0.0,106.92730227479024
2,123.17016517307526,134.37976549607373,140.2577775460188,123.09605272445694,134.34888862520478,140.24180874314658,123.01039982377095,134.3141672669788,140.22404664332777,122.85452482243228,134.24499360759813,140.18853905319634,118.951360152988,132.06444851545345,139.066437626434,0.0,113.2916470247842,128.97230314845413,0.0,0.0,113.08214023722526
3,126.49733921962984,134.6228215300007,140.2938207106368,126.46559667711269,134.59301592113704,140.27801025273774,126.43334921074984,134.5599098173677,140.26042133380668,126.36366804274564,134.49298461985563,140.22521616371571,124.25063025149932,132.3832741384196,139.11301992900482,0.0,117.14889736598886,129.2085559190033,0.0,0.0,116.7076628698583
4,128.97017375265415,134.97096698192607,140.36067722660093,128.95192055553494,134.94234399166797,140.34513092805892,128.93155388597742,134.91067116270628,140.32767522067718,128.8878153791756,134.8480598065914,140.2928893377241,127.58975520510896,132.85001233401104,139.19535928356606,0.0,119.96139642047886,129.53766764156043,0.0,0.0,119.3290431468376
5,130.9269971063685,135.40648429847215,140.45774804791358,130.9125973005244,135.38002684647265,140.44234820968416,130.89803843666385,135.35083066478157,140.42523476106217,130.8674147956054,135.2912396275636,140.3911907079723,130.0281040997691,133.42620435712095,139.3125911855348,0.0,122.2450800498438,129.94405799968956,0.0,0.0,121.44678228754908
6,132.5364710089396,135.89943123759213,140.5841032293188,132.52715268899976,135.87727995651605,140.56909821899433,132.51563537801167,135.85167882493926,140.5521515498208,132.49080249935113,135.80035614329427,140.5184941364542,131.9007866765042,134.0770408755092,139.4629504693965,0.0,124.18316501585645,130.41152689751402,0.0,0.0,123.17808612272526
7,133.9034007035094,136.43024561022526,140.7377632566521,133.89315308133504,136.41029654511925,140.7232313469681,133.88462997113928,136.3870018968948,140.70675757312247,133.865367126638,136.33955609015766,140.67410478856905,133.38143033415605,134.77551151428304,139.64426890945538,0.0,125.87185713662144,130.92380497222672,0.0,0.0,124.66744188770116
8,135.08640057781835,136.99210088574247,140.91746673609734,135.0804834701448,136.9725417881578,140.90307820532118,135.07304981497316,136.95143537084795,140.88715234227735,135.05728152446562,136.90827026845056,140.85525447137064,134.6634871931258,135.49816816115063,139.8543564022539,0.0,127.39503141250678,131.46615485996418,0.0,0.0,125.99616802905336
9,136.13474575128978,137.56859999128034,141.12020989437806,136.12757945839743,137.55072943387916,141.1063535383686,136.12108002770785,137.53064921948194,141.09103542976914,136.10886190701302,137.49136481544377,141.05989222653804,135.76602786889285,136.22722548848304,140.09027125532953,0.0,128.77261945787407,132.0623171400621,0.0,0.0,127.19444585177506
10,137.07111746909328,138.1485487422582,141.34416441193696,137.06441644319173,138.13321548219082,141.33087982123854,137.06039662559206,138.11477667585336,141.31621482937345,137.04863257280635,138.0788960199449,141.286318628286,136.74064696544548,136.94759150212815,140.34923686675825,0.0,130.0606984118614,132.6754992714228,0.0,0.0,128.28444107602655
11,137.91839276978408,138.72499733367218,141.58418435556675,137.91262201993842,138.71101052563563,141.57196936300872,137.90710408175082,138.69395797706565,141.55912502342778,137.89582565714585,138.66096827138267,141.53056795648533,137.6183860055419,137.64456514826966,140.62763412397766,0.0,131.2140840220519,133.28999517812602,0.0,0.0,129.28715682682
12,138.69182210543724,139.2910782258473,141.83225539054249,138.68768942490752,139.2782125178473,141.82086081104802,138.68259622503095,139.26293912720638,141.80805945848496,138.67206019389278,139.23298720098808,141.7824086004691,138.4143745938461,138.30337462425504,140.9221814596895,0.0,132.34782368250862,133.89983372724177,0.0,0.0,130.23037900109225
13,139.4046879635909,139.84442202661305,142.09351418346003,139.39981286385108,139.83108527706486,142.0823303262157,139.39556502266842,139.81746328550508,142.0701296335848,139.38522689401032,139.79018713288457,142.04568376122745,139.14361284812338,138.9373500933086,141.23027068055376,0.0,133.3863090284249,134.49964077653686,0.0,0.0,131.09555036114875
14,140.06494634826564,140.37999580530706,142.36512582330482,140.06054202481164,140.36876717445884,142.3548150534712,140.05576472718545,140.35594636004413,142.34284433917117,140.04565255838537,140.33028180805655,142.31922255626077,139.81539068515886,139.54653919904322,141.5485374498293,0.0,134.3407307117951,135.13378144262626,0.0,0.0,131.92663412580345
15,140.67871159125733,140.89861873718863,142.64559139522294,140.6744169373623,140.88794653868763,142.6354124766262,140.6703351691412,140.8765346298526,142.62399183427448,140.66145253493335,140.85290435861958,142.60150168387528,140.46918788805164,140.13122904454508,141.87486976939638,0.0,135.2634223045217,135.75675632947036,0.0,0.0,132.71733018254815
16,141.25411435659325,141.39920997100376,142.93153471436236,141.25009110445495,141.3897930841472,142.9222512276013,141.2453764797869,141.378881299468,142.91135884771415,141.2359857757177,141.35705688948954,142.88953317898608,141.0504674489278,140.68959098310444,142.20638501268837,0.0,136.1520822533921,136.36247047449802,0.0,0.0,133.4550559181895
17,141.7943979061111,141.8820068995932,143.2228162523639,141.7906778609672,141.87292214173075,143.21356253473616,141.78535802945083,141.86236638085413,143.2031717866589,141.77647350021397,141.84215961498663,143.18235238003456,141.59567192729594,141.22426258631802,142.53775370732788,0.0,136.98299517067335,136.94860456436032,0.0,0.0,134.14706633393237
18,142.3042336546594,142.34574893491356,143.51650404190823,142.29973191300544,142.33783032195817,143.5076731080453,142.29557965720434,142.3284522041704,143.4972748313359,142.28620360335483,142.30971349075014,143.47739980307762,142.10753259782228,141.735316936676,142.8611998451527,0.0,137.7523736964258,137.51523885866663,0.0,0.0,134.8479852596171
19,142.7865522249911,142.79292133931494,143.81143760974922,142.78240381933188,142.78517675773926,143.80299970090883,142.7778410559353,142.77696739058547,143.79301183995702,142.7685125681885,142.759578556186,143.7740172149485,142.59149294511502,142.22400309606786,143.18497458197834,0.0,138.4721008610535,138.06871740296216,0.0,0.0,135.5089555726376
20,143.2448343661274,143.2010248391988,144.10612117934153,143.2401258217409,143.19530835866527,144.09804521248373,143.2353050726483,143.18937982487896,144.08896881310233,143.2264082906672,143.1775649622016,144.07078735391414,143.02730605182424,142.6923171855168,143.50774574249354,0.0,139.16192671856336,138.64515006115113,0.0,0.0,136.13509151121232
21,143.68068608451495,143.59317004909923,144.4002655252737,143.67539584411278,143.58789699713324,144.39252103499888,143.67039306939196,143.58242933567763,144.38381523224365,143.66109874960736,143.57050724946097,144.36637803757517,143.48289126960103,143.14025365403464,143.8283114530696,0.0,139.83113705183166,139.20208486227463,0.0,0.0,136.72830146741668
22,144.09547893632555,143.9713683502886,144.6921163571594,144.0906796974766,143.96653450333105,144.68467217049053,144.08548921027935,143.9615166485261,144.67689329989273,144.07577700909584,143.9509923747772,144.660132475004,143.89495983606363,143.57044274408923,144.1449562425446,0.0,140.4631936761021,139.73793664821676,0.0,0.0,137.3042914417954
23,144.49259311386174,144.33698115996867,144.98173983265207,144.488202276802,144.33258889499265,144.9745663205482,144.48273527434364,144.32801725652814,144.9671181803212,144.47242235802935,144.31780026443977,144.95096649358072,144.3068630455418,143.98265479134167,144.45861258073165,0.0,141.05963805188625,140.25330628089844,0.0,0.0,137.889922227701
24,144.87323249366378,144.69083136037102,145.2682126268436,144.86783561509503,144.68688870240462,145.26160353938718,144.86256972260523,144.68158617984136,145.2541310599235,144.85195048784337,144.6722238940014,145.2385240257094,144.68274206178367,144.37931971242205,144.7671995982262,0.0,141.62213905119938,140.75091076520386,0.0,0.0,138.4483669012412
25,145.2378016036242,145.0329761575017,145.55136251672772,145.23239201383768,145.0288819500735,145.5446449373527,145.22713097835165,145.02460311472572,145.53708942504744,145.21575701429956,145.01549785458027,145.52263911440417,145.04179258829322,144.7454271948543,145.07137290091475,0.0,142.155989545517,141.22912051219296,0.0,0.0,138.9813806414547
26,145.5884167398639,145.36375640389596,145.82980682554123,145.5826906971692,145.36011842480025,145.82397666790152,145.5764906986281,145.35564866476366,145.81663201000316,145.5650805164531,145.34741699971573,145.80263338137658,145.38634404415703,145.09129033462278,145.36987753434386,0.0,142.66320621952647,141.69108733039425,0.0,0.0,139.49093203654886
27,145.92488233847644,145.68447111677662,146.10431431049582,145.9191846863958,145.68064789424955,146.09867402642328,145.91304087998927,145.67661882740646,146.09187603522784,145.90026524627237,145.66863378618723,146.07827334492444,145.7178647006687,145.42575452207245,145.66372947212247,0.0,143.14721595494353,142.14012467299008,0.0,0.0,139.9793521889548
28,146.24937739465398,145.99476063696457,146.3744441157082,146.24333709295792,145.99141498605098,146.36897027300606,146.23619133740692,145.98784755201456,146.36234256070753,146.22348038299026,145.98010279734888,146.3494607707763,146.05367995578132,145.74925087775327,145.95148315513424,0.0,143.60919054540318,142.59324437222443,0.0,0.0,140.44763588904522
29,146.5608697671506,146.29651917826223,146.64028596408255,146.554898767669,146.29296727120425,146.63494719016535,146.5478907186288,146.28917581791626,146.62884546712726,146.5347691523062,146.2823806820737,146.6162488840831,146.3604729961089,146.0617110591711,146.23365389829405,0.0,144.0430830297434,143.02947421869837,0.0,0.0,140.92608267741994
30,146.8618051178674,146.5887524232991,146.90581301738598,146.85600051559652,146.58571012243587,146.90014463761042,146.84887712480165,146.58204030195913,146.89413873173345,146.83582371481714,146.57551480250905,146.88213301028432,146.6749786909503,146.3645679351629,146.5123707828321,0.0,144.44751840646836,143.45024249717508,0.0,0.0,141.39784002978234
31,147.15295063691457,146.87273412353437,147.17670757786334,147.14691633034423,146.86985358900606,147.17156506911778,147.14005892309655,146.866689299641,147.16567776335438,147.12690730304604,146.85968721066163,147.15391135831675,146.96074936844929,146.6584510733735,146.7959734898176,0.0,144.83732480754367,143.85693087959325,0.0,0.0,141.85235908355023
32,147.43469302819514,147.14884995961458,147.44141684920697,147.42945024188305,147.1457494128709,147.43633247208916,147.422291616452,147.14273135350555,147.43096750521028,147.4086678867974,147.13638976390573,147.41979116209674,147.2372109678267,146.94340775274787,147.07585961226172,0.0,145.21160315643908,144.24974785446057,0.0,0.0,142.28944650423082
33,147.7084985326426,147.41722958734192,147.7090166129146,147.70336266235557,147.41470143076543,147.70449180528436,147.6960635503199,147.41143563461205,147.69923422818522,147.68231948358826,147.4053937700747,147.6882602418164,147.51890914326356,147.21994598990707,147.35571504032612,0.0,145.56962823736757,144.63307282777953,0.0,0.0,142.71075707951076
34,147.97418063810508,147.67956622510894,147.97107564106682,147.9692668743096,147.67681456111688,147.96660691259203,147.96156005753042,147.6737015552482,147.96140610019907,147.94765339475447,147.66798432015068,147.95102547599538,147.778349603857,147.48983518990968,147.63273772918848,0.0,145.91515917547773,145.03025488448043,0.0,0.0,143.1168478516038
35,148.23295325483008,147.93992417507636,148.2160738327325,148.22749164937534,147.93736454341922,148.21280828242655,148.21997016887735,147.9344190642918,148.20943841635005,148.2053936066587,147.9290779567745,148.2017883621798,148.0428150945484,147.75808174993364,147.9050289818929,0.0,146.24991649161424,145.41259242967485,0.0,0.0,143.50914670243571
36,148.4839429353552,148.19424828286589,148.44974298968373,148.47895667820663,148.19191160625306,148.4464792129059,148.47089501861137,148.18915528791615,148.44312634781687,148.45598784104874,148.18374173181164,148.43596123668905,148.28657782813858,148.01915143406643,148.17313425016556,0.0,146.57067023437992,145.80105893330202,0.0,0.0,143.88771328935238
37,148.72865029586842,148.44547910583935,148.67863458536755,148.72335083698098,148.44338228570174,148.6758834070754,148.7153609730667,148.4408343818105,148.67230429319085,148.6995500754962,148.4353711199699,148.66542490968544,148.52320547347682,148.27747614132784,148.43803497081356,0.0,146.88105648420168,146.17636047293007,0.0,0.0,144.25363932532443
38,148.96763696953013,148.691694003178,148.90472157045895,148.96212896350457,148.68936854045052,148.90171347897206,148.95342894349588,148.68655865728084,148.89863541986463,148.9374978637263,148.68152857289647,148.89199571904302,148.76603194409623,148.52916297540816,148.68956872853715,0.0,147.1813984142773,146.54213671763077,0.0,0.0,144.6079449946956
39,149.20436826747408,148.9327139315677,149.12892633566003,149.19822442131624,148.93065021100915,149.12616740980116,149.18943147461948,148.9280670261917,149.12281307149638,149.17226524978648,148.92300824021112,149.11667661227017,149.00170054198117,148.77630948269467,148.921517227223,0.0,147.47295055074105,146.88872067167773,0.0,0.0,144.96697634841672
40,149.43567196753128,149.1693548401639,149.34622950683988,149.42963912384533,149.16706056982062,149.34347086969052,149.4201907575954,149.16472509591853,149.34011342254843,149.40235942893344,149.16016472795678,149.33397561897223,149.2194146496199,149.01853171124458,149.14678660343347,0.0,147.7537697632417,147.21850638756462,0.0,0.0,145.31753397181708
41,149.66349468239554,149.4009099003397,149.56069049691837,149.657104371794,149.3989043265453,149.5579058985045,149.64710642677397,149.3963069790576,149.55507074364078,149.62887894029112,149.39174676805874,149.5491593854207,149.4313066705661,149.25483085524473,149.36835693624334,0.0,148.02722881862093,147.5446299589309,0.0,0.0,145.65678856102423
42,149.88719158117635,149.6276546372725,149.77303460785322,149.88033692195572,149.62568885525792,149.77079226507578,149.86994933135648,149.62336292213877,149.76792884644655,149.8508597543889,149.61909490476978,149.7622427065241,149.65183431430785,149.48653108605063,149.58715666067863,0.0,148.2923516559206,147.85784222517566,0.0,0.0,145.98576723856536
43,150.10633788351885,149.85145999612618,149.98317532656887,150.0991147880441,149.84954264994107,149.98091918552458,150.08874041699687,149.84751329450722,149.97803712220374,150.0687683753457,149.84357070755075,149.97260300334025,149.86425167920598,149.7151517705125,149.80367472722656,0.0,148.54897094797582,148.16187793974584,0.0,0.0,146.30530554089438
44,150.3209501632672,150.0686812848658,150.18563941867404,150.31342546255723,150.06681586099805,150.18335156840342,150.30234632233703,150.064807315213,150.18072283494163,150.2817248308877,150.06062275744637,150.1755073662652,150.06068969863796,149.936217989182,150.0126408202611,0.0,148.79932345986342,148.46215788688514,0.0,0.0,146.6149684062224
45,150.52705427049963,150.28213004581454,150.38553887816818,150.52434842269582,150.28032784960163,150.38321264823364,150.5129859618619,150.27835739187378,150.38053997238134,150.49143132079496,150.27453272992415,150.37554440333486,150.26287059939517,150.1538613484677,150.21769870229053,0.0,149.04324780790196,148.7561960621282,0.0,0.0,146.91628795906303
46,150.72808546696675,150.49256562575184,150.5828146218276,150.7277907837272,150.49113503063404,150.58044369169966,150.71816628029703,150.48891298642997,150.57803416634547,150.69586725002137,150.48518492493682,150.57294655005668,150.46346166177,150.36800349767898,150.42008367189314,0.0,149.2792379011339,149.03331387062994,0.0,0.0,147.20877185542133
47,150.92558163183463,150.7003831451764,150.77742249573936,150.92534776998352,150.6984304647784,150.77532353445594,150.92036351192894,150.69655235219994,150.773187068461,150.89726283679195,150.69261225910384,150.76831622883526,150.64623707709313,150.5786611264279,150.62010114658304,0.0,149.51109989773917,149.3053425844271,0.0,0.0,147.4934540293021
48,151.1190521137622,150.90031870519311,150.969996515285,151.11869941666598,150.8987556952189,150.96784949183117,151.1144107926671,150.89663138506447,150.96566558304812,151.0950040672814,150.8931149861983,150.96101570053008,150.82486871628427,150.7819972794731,150.81745180537305,0.0,149.73522279437378,149.57284123046566,0.0,0.0,147.77028426648516
49,151.3083288986724,151.0973791501338,151.15990096380955,151.3079067681465,151.09560033958164,151.15804471048844,151.30319977090377,151.09385477726855,151.1554837334525,151.2877737975446,151.0904816795514,151.1510690079999,151.01758144860236,150.98211297688442,151.01215322279995,0.0,149.9546325258929,149.83569067522345,0.0,0.0,148.03950902271592
50,151.49445801174434,151.29125329990114,151.34248353671228,151.49373406757294,151.28990027351003,151.3402397782978,151.48900960783553,151.2882357627766,151.33828705108718,151.4775548639122,151.2843825113248,151.33375545303954,151.21391816878108,151.1789927843293,151.1987742347386,0.0,150.16860228306987,150.09445698696163,0.0,0.0,148.30242470869982
51,151.6771974983522,151.48260617239856,151.52204295816938,151.6765613867083,151.48104384759762,151.520427556791,151.67129166014084,151.47947138957946,151.51807333269286,151.6606955661901,151.47578790512844,151.5137599859008,151.38091056633633,151.37324375531566,151.3825927140694,0.0,150.3768668495033,150.34051489414998,0.0,0.0,148.5615858557726
52,151.85704743996197,151.67116339053803,151.69967826076814,151.85628110331368,151.6697262705964,151.697659214511,151.8508846712729,151.66791847514472,151.6955889624606,151.8398355657855,151.66476394607835,151.69149955575836,151.56581306123914,151.564601233835,151.56348749948026,0.0,150.58360947839873,150.5773660906195,0.0,0.0,148.81084338114638
53,152.03270276932176,151.85719856830104,151.87461854168788,152.031173835808,151.85554849998098,151.872717311136,152.02570960195862,151.85383418594043,151.87058156944167,152.01433304443606,151.8505237387114,151.8667226231535,151.74770329703708,151.75184617204303,151.74224393628262,0.0,150.77424288771454,150.80995491023012,0.0,0.0,149.08740904152523
54,152.2053677457047,152.03590435470852,152.04732668805653,152.20378121565048,152.0343900880223,152.04554722615927,152.19767237540734,152.03278767885175,152.04352575707725,152.1858128533907,152.02970116129885,152.03953636303478,151.90469988573594,151.9327897532979,151.91828752963536,0.0,150.96837329846085,151.03101272600898,0.0,0.0,149.3240740144855
