D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,88.58806456380835,108.62352141701476,114.64803957236136,88.4697478404114,108.61170583311356,114.64209422757273,88.33636926417337,108.59855896359367,114.63548382168376,88.0633149175643,108.5722067520388,114.6222488703476,0.0,107.70416406193536,114.19765261398732,0.0,0.0,108.59885932367716,0.0,0.0,0.0
1,91.05729079961796,108.59905296480969,114.61618960911652,91.04845192800197,108.59606077895064,114.61460956753862,91.03811292796924,108.59273253545786,114.61289449743248,91.02043167411853,108.58598255650011,114.60935792666211,90.83672037646826,108.33064902073266,114.48999210453248,0.0,93.4850798025905,111.62757913964124,0.0,0.0,93.65505359239624
2,94.63645712018182,108.64152244248586,114.60026110648047,94.63728067685746,108.63882600079964,114.5987464450816,94.63643267141704,108.63567323908968,114.59705560920553,94.64638580891348,108.6294559324507,114.5936447314933,95.2477201229554,108.39367056378124,114.47738913080472,0.0,99.22438003040452,111.69608140068748,0.0,0.0,99.5052495154555
3,97.4733050525644,108.75140521126526,114.6011795615922,97.47302237067112,108.74897302062058,114.59972134354835,97.47576091332112,108.74631010837857,114.59809614481442,97.4768577607631,108.74063641438634,114.59483038804154,97.98914965465144,108.5326365617466,114.48278827383584,0.0,102.37877858382096,111.82230493387584,0.0,0.0,102.90350590486143
4,99.67893644500148,108.92464722292736,114.61916286626018,99.68183260491948,108.92238635622354,114.6177969130836,99.68527119925464,108.9199951572026,114.61622633148784,99.68955588210292,108.91558889565302,114.6131204622555,100.08304967747505,108.737738468844,114.50631392949408,0.0,104.53841041020706,112.00245630925978,0.0,0.0,105.2539944297241
5,101.46656120472184,109.15443405559364,114.65426519263964,101.46798750011008,109.15273877340462,114.65294029207922,101.47113394239672,109.1510334164997,114.65147910328544,101.47613822303262,109.1469912321812,114.64862624990054,101.78150337061402,109.00034842488618,114.54788038685646,0.0,106.13900967783133,112.22783463106192,0.0,0.0,106.98662056310684
6,102.9598895772504,109.43337553929206,114.70638259893543,102.9629049525598,109.4321190144714,114.70517918260092,102.96535931566092,109.43022286700696,114.70374138454828,102.96868280463876,109.42638418510958,114.7009690546812,103.21256849973496,109.30945067679232,114.60704635249618,0.0,107.40163000145986,112.4893873070354,0.0,0.0,108.39894244534388
7,104.24196973542998,109.75135369402012,114.77493782502177,104.24200675776557,109.75069151032254,114.7738808376242,104.24490093763998,109.74935972799533,114.77257878510922,104.2486763588884,109.74620806430636,114.7701144334208,104.45563317744998,109.65415033269576,114.68317320539126,0.0,108.44654389747976,112.77802651525346,0.0,0.0,109.57240211601857
8,105.36035667846151,110.0992353057778,114.85963497807845,105.36298268125958,110.09803621848852,114.85855413871816,105.3652187078912,110.09719679500564,114.85741040158634,105.36889741278554,110.09495749107415,114.85510823851908,105.5584491464537,110.02417778760628,114.7756019025225,0.0,109.3204687004578,113.08551761300656,0.0,0.0,110.55562405825803
9,106.35742944807912,110.46709471724748,114.95933067315065,106.35775161178135,110.46616810264707,114.95839510753716,106.359619862326,110.46510082207,114.95742678098198,106.36414726121698,110.46357281955294,114.95524719646636,106.5284467398802,110.41100393890048,114.88332463556893,0.0,110.08225293862633,113.39332316374272,0.0,0.0,111.40295081546338
