D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,88.00353755750336,108.03382722391666,114.05821981905326,87.88525082031983,108.0220416262242,114.05230446050476,87.75190544274339,108.00892795536798,114.04572725326052,87.47891711792315,107.98264176559891,114.03255832372491,0.0,107.11642922823222,113.60979222054654,0.0,0.0,108.01616612121616,0.0,0.0,0.0
1,90.9611399068362,108.01676362548154,114.0279863836929,90.9026411471514,108.00511338460302,114.02207998468585,90.8366953456905,107.9921904789583,114.015547153644,90.70874157482582,107.96618099232283,114.00238938608692,88.03972130193962,107.11058698749136,113.58103203455286,0.0,88.03662985764998,108.02527614690472,0.0,0.0,88.0359320309831
2,94.9768332942138,108.08408588141384,114.0184023370172,94.95333428433602,108.07291737247334,114.01256255492112,94.9249600351107,108.06027367590184,114.00606246158812,94.88107939275208,108.03512813863738,113.9930461868272,94.06368765789972,107.20897072600032,113.57539039423835,0.0,94.04813859025116,108.11969825340046,0.0,0.0,94.05773782562277
3,98.00770879830826,108.2339673085818,114.02987223493577,97.99457603610696,108.22330744531766,114.02411983481905,97.9830187363201,108.21149379554356,114.0177180328532,97.95519713023238,108.187408246667,114.00489481760908,97.58263146079211,107.40640209215935,113.59318387872176,0.0,97.57682193735567,108.29409750230585,0.0,0.0,97.58401694210583
4,100.31993290852276,108.45972369061704,114.06253576795336,100.31420322455376,108.449541685606,114.05692776288492,100.30792926034675,108.43835164550528,114.05060472203422,100.29262162679026,108.416454489334,114.03802037265189,100.07900358606376,107.69125616580897,113.63441076167894,0.0,100.07347947042216,108.53947024870553,0.0,0.0,100.08244487832042
5,102.1739568003658,108.75125187897076,114.11624964280308,102.16894538181732,108.7421193454666,114.11071501759908,102.1648832569813,108.7321566522774,114.10457203689568,102.155381349747,108.7114288105547,114.09238895887276,102.01792416759244,108.04824989171578,113.69874992765716,0.0,102.0116646041335,108.84410329686324,0.0,0.0,102.02027839402328
6,103.711932790262,109.0969351490421,114.19066025239104,103.7099433647408,109.0889333697854,114.185330039989,103.70672524687473,109.07938431531412,114.1792544301003,103.69861713048029,109.06021507039917,114.1672456178832,103.60085219100306,108.460176141655,113.78536037104055,0.0,103.59443637166312,109.19581437462044,0.0,0.0,103.60256975706596
7,105.02582533473246,109.48351047505204,114.28476739986314,105.02170957743196,109.47662640737344,114.27968270842076,105.01998218838416,109.46820898441048,114.27384518567024,105.01443287493456,109.45076641271008,114.26235572766154,104.94124535272016,108.91127860603,113.89314165382568,0.0,104.9349056307674,109.58237110146013,0.0,0.0,104.94111536097202
8,106.16773580972992,109.90029397020164,114.39798324023148,106.1669215438285,109.89317723340793,114.3929260791178,106.16525934849057,109.88580464738496,114.38736512037478,106.16109628758416,109.87037193438464,114.37621835076344,106.11005542597768,109.3873141204781,114.02097234642017,0.0,106.0931298671599,109.99269151706277,0.0,0.0,106.10040508685464
9,107.18285197378884,110.33526783715185,114.52860374071685,107.18017863516006,110.32888542128,114.52380931515027,107.17868907807345,110.32169531785888,114.51855499486152,107.176490500859,110.30800729318354,114.50772344357596,107.13436052186836,109.87696416277522,114.16726098580796,0.0,107.11566717046942,110.4185703530535,0.0,0.0,107.12211694704236
