D (km),h1=1.5_h2=1000,h1=1.5_h2=10000,h1=1.5_h2=20000,h1=15_h2=1000,h1=15_h2=10000,h1=15_h2=20000,h1=30_h2=1000,h1=30_h2=10000,h1=30_h2=20000,h1=60_h2=1000,h1=60_h2=10000,h1=60_h2=20000,h1=1000_h2=1000,h1=1000_h2=10000,h1=1000_h2=20000,h1=10000_h2=1000,h1=10000_h2=10000,h1=10000_h2=20000,h1=20000_h2=1000,h1=20000_h2=10000,h1=20000_h2=20000
0,101.15816204524936,121.19805952047756,127.22273340469158,101.03980694446352,121.18620555919348,127.21674968249468,100.90638599817552,121.17301631962084,127.21009690656768,100.63324776051086,121.14658021701412,127.19677806416718,0.0,120.27639983235063,126.7700441128684,0.0,0.0,121.16681019710572,0.0,0.0,0.0
1,103.62836427931124,121.17362517467426,127.1908921679184,103.61949232638848,121.1705944708139,127.18927372386908,103.60911709636916,121.1672238464388,127.18751622295558,103.59136635963648,121.16038969501946,127.18389570623911,103.41789111868106,120.90291185818772,127.06239004342548,0.0,106.05319343699458,124.19552398926004,0.0,0.0,106.22284225410677
2,107.20948211882106,121.21619791954676,127.17499015703623,107.21027389001812,121.21346279097666,127.17343695037532,107.20939049145947,121.21026708108135,127.17170356644742,107.21928182895826,121.2039649986387,127.16820851068022,107.82888968226057,120.96601703799904,127.04980658463396,0.0,111.79249675197926,124.26403024597934,0.0,0.0,112.07303871027536
3,110.04852438806378,121.32625349318452,127.17595311076744,110.04820554455776,121.32378198949738,127.17445618553594,110.0509082963472,121.32107576840622,127.17278826374408,110.05193114873208,121.31531590543844,127.16943791534,110.57031546735212,121.10512227360056,127.05523854597912,0.0,114.94703357336368,124.39025765976712,0.0,0.0,115.47129525503136
4,112.25642519588322,121.49973567708643,127.1939992599307,112.25928251680465,121.4974344837934,127.19259438366856,112.26268037619148,121.49499896144256,127.1909807079118,112.266882440941,121.49050549844706,127.18778964715712,112.66421087894776,121.3104171582194,127.07881048241896,0.0,117.10666723244748,124.570414386036,0.0,0.0,117.8217904624644
5,114.04635766805134,121.7298261771506,127.22918286444867,114.04773700636947,121.72808984183064,127.22781859521322,114.05083618287398,121.7263394295713,127.22631398102564,114.05574631037308,121.72220727429092,127.22337531561968,114.36265962790644,121.57326892219682,127.1204367643941,0.0,118.70726769450914,124.79579943023616,0.0,0.0,119.55441663972246
6,115.54200927109964,122.00912974356784,127.28140006955286,115.54497372309118,122.00783128069216,127.28015691776169,115.54737315163966,122.00588823133,127.2786750859942,115.5505866797536,122.00195666690006,127.27581577737116,115.79371839641745,121.88265730651725,127.17967592596256,0.0,119.96988928116672,125.05736009287313,0.0,0.0,120.96673851269256
7,116.82642500831348,122.32752227161748,127.35007309485304,116.82639894249134,122.32681708853598,127.34897594671224,116.82923219737252,122.32543710101471,127.34762936025494,116.83288473850524,122.3221893902099,127.34507707820156,117.03677634999946,122.22768242407166,127.25588913898096,0.0,121.01480445684533,125.3460084238957,0.0,0.0,122.14020003469548
8,117.94714706389614,122.67586526999088,127.4349062400733,117.94970856730669,122.67462048854526,127.4337844553488,117.95187536845168,122.67373132424676,127.43259561615338,117.95541705268104,122.67139281136134,127.43020414466818,118.1451315489104,122.59806929082836,127.34841724255394,0.0,121.88872889884132,125.6535096591943,0.0,0.0,123.12342190996802
9,118.94656725164684,123.04422510604628,127.53475508463328,118.94681272161284,123.04325104822983,127.53377798103205,118.94860377033864,123.04213139593122,127.53276391557016,118.95298214211,123.04050053204249,127.53049342043435,119.11511987083824,122.98528400841344,127.45625201402876,0.0,122.65051426226898,125.96132788487591,0.0,0.0,123.9707499120436
